,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,Tracts
0,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,0
1,101,101,101,102,101,101,101,101,101,102,101,101,101,103,101,101,101,101,103,104,101,101,101,101,101,1
2,134,134,134,134,134,134,134,135,134,141,134,134,134,134,134,134,134,135,136,134,134,134,134,140,139,100
3,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,101
4,111,111,111,111,111,111,111,111,111,111,111,111,112,111,111,111,111,111,111,111,111,111,111,111,111,104
5,149,149,149,149,149,149,149,149,150,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,105
6,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,106
7,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,107
8,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,108
9,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,109
10,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,11
11,39,39,43,44,45,66,66,70,71,72,67,67,71,72,73,67,67,71,72,73,67,67,71,72,73,110
12,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111
13,139,139,139,139,139,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,113
14,189,189,189,189,189,189,189,189,189,189,189,189,189,189,190,189,189,189,189,189,189,189,189,189,189,114
15,68,68,68,68,68,68,68,70,69,70,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,116
16,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,117
17,35,35,40,35,37,36,36,41,36,38,36,36,36,36,36,36,40,40,40,36,36,36,41,37,36,118
18,119,119,119,119,119,119,119,119,119,119,119,119,119,120,119,119,119,119,119,119,119,119,120,120,120,12
19,47,47,47,47,47,47,48,48,48,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,120
20,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,121
21,56,56,56,56,56,56,56,56,57,56,56,56,56,56,60,56,57,56,56,56,56,63,63,56,56,122
22,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,123
23,115,115,115,115,115,115,115,115,115,116,115,115,115,117,117,115,115,115,119,115,115,115,117,115,115,124
24,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,126
25,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,145,144,144,144,127
26,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,128
27,51,51,51,53,53,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,129
28,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,13
29,80,80,80,89,80,80,80,80,82,82,80,83,90,90,87,0,0,0,0,0,0,0,0,0,0,130
30,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,131
31,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,132
32,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,134
33,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,137
34,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,138
35,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139
36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140
37,51,51,51,51,51,51,51,51,51,51,51,59,51,59,56,51,51,51,51,51,51,51,51,51,51,141
38,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,82,82,82,82,81,81,81,81,81,142
39,113,113,113,113,113,113,113,113,113,113,113,113,116,114,114,113,114,113,113,113,113,113,113,113,113,143
40,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,144
41,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,145
42,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,147
43,51,51,51,51,51,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,64,66,65,65,148
44,75,75,75,75,75,75,75,75,76,76,75,75,76,76,76,75,75,75,75,75,75,75,75,75,75,149
45,101,101,101,101,101,101,101,102,101,102,101,101,101,101,101,101,101,101,101,101,101,103,103,102,103,15
46,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,150
47,37,37,37,37,37,37,50,50,59,58,37,41,57,61,61,37,41,57,61,61,37,41,57,61,61,151
48,98,98,98,98,98,98,98,98,98,98,98,98,98,98,99,98,98,98,98,98,98,98,98,98,98,152
49,147,147,147,147,147,147,147,147,147,148,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,153
50,101,101,101,101,101,101,101,101,103,103,101,101,102,102,102,101,101,101,101,101,101,101,101,101,101,154
51,149,149,149,149,149,149,149,149,149,149,149,149,150,152,154,149,149,149,150,151,149,149,150,150,150,156
52,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,157
53,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,158
54,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,159
55,86,86,86,86,86,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,16
56,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,160
57,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,161
58,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,86,86,86,86,85,85,85,85,85,162
59,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,163
60,72,72,72,72,72,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,164
61,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,165
62,70,70,70,70,70,70,70,70,71,70,70,70,70,70,71,70,70,70,74,70,70,70,70,70,70,166
63,294,294,294,294,294,294,294,294,295,295,294,294,294,294,294,294,294,294,301,294,294,294,294,294,294,167
64,48,48,48,49,49,48,49,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,168
65,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,169
66,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,17
67,95,95,95,95,95,95,95,95,95,95,95,95,96,96,96,95,95,95,95,95,95,95,95,95,95,171
68,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,172
69,67,67,67,67,67,67,67,68,68,68,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,173
70,108,108,108,108,108,108,108,108,108,108,108,108,108,110,108,108,112,112,113,115,108,110,112,125,119,174
71,53,53,53,54,54,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,175
72,68,68,68,68,69,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,176
73,140,140,140,140,141,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,141,142,140,177
74,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,219,219,218,218,219,221,221,178
75,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,179
76,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,180
77,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,181
78,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,183
79,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,184
80,71,71,71,71,73,71,72,71,71,71,71,72,76,71,71,71,71,77,80,82,71,75,87,90,73,185
81,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,186
82,61,61,61,61,63,61,61,61,61,61,61,63,61,61,65,61,69,71,70,64,61,78,73,67,72,187
83,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,124,124,124,124,188
84,111,111,111,111,111,111,111,111,111,111,111,111,111,111,112,111,111,111,111,113,111,111,113,117,116,19
85,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,190
86,70,70,70,70,70,84,84,84,84,84,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,192
87,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,193
88,81,81,82,81,81,82,82,83,82,82,82,82,83,82,82,82,82,82,83,83,82,82,82,82,82,195
89,52,52,52,52,52,52,52,52,52,52,52,53,53,52,53,52,52,52,52,52,52,52,52,52,52,196
90,39,39,39,39,39,39,39,39,41,39,39,39,39,39,39,39,39,43,39,39,39,39,43,39,39,197
91,67,67,67,67,67,67,67,67,67,67,67,68,68,68,68,67,67,67,67,67,67,67,67,67,67,198
92,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,199
93,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,341,340,341,340,339,339,339,339,343,2
94,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,202
95,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,203
96,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,204
97,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,205
98,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,206
99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,207
100,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,208
101,100,100,100,100,100,100,100,100,100,101,100,100,100,100,100,100,101,104,105,105,100,100,100,105,107,209
102,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,21
103,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,210
104,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,108,108,108,107,107,107,107,107,211
105,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,212
106,115,115,115,116,115,115,115,115,115,115,115,115,115,115,115,115,116,117,117,116,115,115,115,116,117,213
107,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,214
108,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,215
109,47,47,47,47,47,47,47,47,47,47,47,47,51,49,50,47,47,47,47,47,47,47,47,47,47,216
110,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,217
111,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,218
112,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,219
113,68,68,69,68,69,68,68,68,72,72,68,68,68,68,68,68,68,68,68,68,68,69,68,68,68,22
114,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,220
115,86,86,86,86,86,86,86,86,87,87,86,86,93,91,93,86,94,88,86,92,86,94,88,86,92,221
116,73,73,73,73,75,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,222
117,19,30,31,28,28,19,21,29,31,31,19,21,29,31,31,19,21,29,31,31,19,21,29,31,31,223
118,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,224
119,76,76,76,76,76,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,225
120,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,226
121,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,227
122,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,228
123,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,229
124,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,23
125,82,82,82,82,82,82,82,82,82,82,82,82,82,83,82,82,82,82,82,82,82,82,82,82,82,230
126,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,231
127,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,232
128,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,233
129,131,131,131,131,131,131,131,131,131,131,131,131,131,133,132,131,131,132,132,132,131,131,131,131,131,234
130,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,123,122,123,122,122,122,122,122,235
131,125,125,125,125,125,125,125,125,125,125,125,125,125,125,126,125,127,125,125,125,125,129,125,129,129,236
132,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,237
133,78,78,78,78,78,78,78,79,79,79,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,238
134,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,239
135,67,67,67,67,68,67,67,68,69,68,67,67,67,68,70,67,67,67,67,67,67,67,67,67,67,24
136,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,240
137,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,241
138,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,242
139,142,142,142,142,142,142,142,142,142,142,142,142,142,142,143,142,142,142,142,142,142,143,144,144,144,243
140,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,99,98,97,98,244
141,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,109,110,109,109,245
142,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,246
143,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,142,142,141,141,141,141,141,247
144,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,248
145,138,138,138,138,139,138,138,138,138,138,138,138,138,138,138,138,138,138,138,145,138,138,138,147,148,249
146,49,49,49,51,50,49,50,49,49,49,49,49,49,49,49,49,49,54,55,49,49,49,57,49,59,25
147,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,250
148,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,251
149,55,55,55,55,55,63,63,63,63,63,71,71,71,71,71,71,71,71,71,76,71,77,71,71,71,252
150,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,253
151,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,254
152,832,840,833,835,832,832,832,832,839,832,832,832,832,839,832,0,0,0,0,0,0,0,0,0,0,255
153,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,100,99,100,100,99,99,99,99,99,256
154,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,257
155,88,88,88,88,88,88,88,88,89,89,88,88,89,88,89,88,89,88,89,89,88,88,88,88,88,258
156,65,65,65,65,65,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,260
157,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,261
158,91,91,91,91,91,91,91,91,92,92,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,262
159,87,87,87,87,87,87,87,87,87,87,87,88,88,88,88,87,87,87,87,87,87,87,87,87,87,263
160,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,264
161,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,265
162,34,34,38,41,39,34,34,34,35,34,34,34,35,40,40,34,34,37,39,39,34,34,41,39,40,266
163,76,76,76,76,76,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,78,78,78,78,268
164,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,269
165,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,27
166,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,270
167,55,55,55,55,55,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,271
168,89,89,89,89,89,89,89,89,90,91,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,272
169,70,70,70,70,70,70,70,71,71,71,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,273
170,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,274
171,73,73,73,73,73,73,73,73,73,73,73,74,74,75,75,73,73,73,73,73,73,73,73,73,73,276
172,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,277
173,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,278
174,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,279
175,100,100,100,103,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,102,100,28
176,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,280
177,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,281
178,119,119,119,119,119,119,119,119,119,120,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,282
179,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,283
180,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,284
181,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,285
182,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,107,107,286
183,170,170,170,170,170,170,170,170,170,170,170,170,170,170,171,170,170,170,170,170,170,170,171,171,171,287
184,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,288
185,46,46,46,46,46,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,289
186,59,59,59,59,60,87,87,87,87,88,89,89,89,89,90,89,89,89,89,90,89,89,89,89,89,29
187,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,3
188,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,30
189,96,96,96,105,104,117,117,117,134,133,117,117,117,125,125,117,117,121,126,127,117,117,118,134,127,31
190,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,32
191,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,33
192,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,58,57,58,58,57,57,57,57,57,34
193,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,35
194,29,29,29,29,29,29,30,30,30,30,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,37
195,151,151,151,151,151,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,159,159,159,4
196,74,74,74,74,74,74,74,74,74,84,74,76,78,75,76,74,74,74,75,74,74,74,74,74,75,40
197,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,41
198,97,97,97,97,97,97,97,97,97,97,97,97,98,98,98,97,98,98,98,98,97,97,97,97,97,42
199,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,44
200,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,85,84,88,84,84,84,84,84,84,45
201,71,71,71,71,71,71,71,71,71,71,71,72,72,72,72,71,71,71,71,71,71,71,71,71,71,46
202,71,71,71,71,72,71,71,71,78,75,71,71,78,71,73,71,71,72,80,79,71,71,79,74,74,47
203,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,48
204,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,66,66,65,68,65,65,67,65,71,5
205,140,140,140,140,140,140,140,140,140,140,140,140,140,140,141,140,140,140,140,140,140,140,141,141,141,50
206,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,52
207,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,54
208,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,55
209,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,56
210,81,82,81,82,81,81,81,81,83,81,81,81,81,81,83,81,81,84,83,83,81,86,84,81,82,57
211,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,58
212,38,38,38,38,38,52,52,52,52,52,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,59
213,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,6
214,114,114,114,114,114,114,114,114,115,115,114,114,114,114,114,114,114,114,114,114,114,115,116,116,116,60
215,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,129,129,129,129,61
216,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,122,122,122,62
217,16,30,20,30,21,16,30,20,30,21,16,30,20,30,21,16,30,20,30,21,16,30,20,30,21,63
218,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,64
219,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,67
220,90,90,90,90,90,90,90,90,90,90,90,91,92,92,92,90,90,90,90,90,90,90,90,90,90,68
221,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,7
222,119,120,119,120,119,119,119,119,119,119,119,119,120,125,120,119,120,120,120,120,119,119,119,119,119,70
223,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,71
224,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,72
225,22,23,23,23,23,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,75
226,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,76
227,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,78
228,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,8
229,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,80
230,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,81
231,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,82
232,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,100,99,96,83
233,48,48,48,48,48,48,48,51,48,50,48,48,50,55,48,48,49,48,48,49,48,48,48,48,48,85
234,4,4,4,4,4,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,86
235,55,55,55,55,55,55,55,55,55,55,55,55,57,55,57,55,60,55,57,58,55,55,55,55,55,88
236,100,100,100,100,100,100,100,100,100,101,100,100,100,102,100,100,100,100,100,100,100,100,100,100,100,89
237,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,9
238,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,90
239,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,0,0,0,0,0,0,0,0,0,0,91
240,118,118,118,118,119,118,118,118,118,119,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,92
241,112,120,113,113,114,112,112,112,112,112,112,112,112,112,118,112,112,112,115,112,112,112,112,112,119,93
242,150,150,150,150,150,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,94
243,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,95
244,162,162,165,162,162,162,168,162,164,162,162,162,162,162,164,162,162,163,162,166,162,162,164,164,167,96
245,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,97
246,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,98
247,104,104,104,104,104,104,104,104,105,105,104,104,104,105,105,104,104,104,105,105,104,104,104,105,105,99
